Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,TENACRE CAMPUS TENACRE 1AND2,955 Great Rd,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.369539,-74.694819,2023-09-26,254414,2023-09-26 00:23:30 UTC,,,,2023-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Mainland Hospital Campus - Doctor Lot,65 W Jimmie Leeds Rd,,Pomona,NJ,8240,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.479127,-74.541071,2023-09-25,255097,2023-09-25 23:58:56 UTC,,,,2022-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Resin Tech,1801 Federal Street,,Camden,NJ,8105,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,39.945208,-75.098187,2023-09-26,255132,2023-09-26 00:02:25 UTC,,,,2022-07-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TRMC Parking Garage,640 Pearl Street,,Elizabeth,NJ,07207,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,40.659784,-74.213515,2023-09-26,255195,2023-09-26 00:01:01 UTC,,,,2022-06-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LINDEN EV COOPER ELECTRIC,1805 Lower Rd,,Linden,NJ,07036,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.608334,-74.250714,2023-09-26,255246,2023-09-26 01:09:41 UTC,,,,2023-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OBOE EVS STATION 1,380 Central Ave,,City of Orange,NJ,07050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764946,-74.23894,2023-09-26,255306,2023-09-26 01:04:34 UTC,,,,2023-02-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Green Hill Manor - 2,400 Green Hill Manor Drive,,Franklin Park,NJ,08823,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.4261515312462,-74.5681694737504,2023-09-26,255339,2023-09-26 01:37:40 UTC,,,,2023-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Green Hill Manor - 1,200 Green Hill Manor Drive,,Franklin Park,NJ,08823,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,40.4268192002028,-74.5671260944591,2023-09-26,255340,2023-09-26 01:37:40 UTC,,,,2023-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Green Hill Villas,2300 Vetter Drive,,Franklin Park,NJ,08823,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.4250423325963,-74.5713789000262,2023-09-26,255341,2023-09-26 01:37:40 UTC,,,,2023-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Green Hill Court,900 Astor Lane,,Franklin Park,NJ,08823,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.4308341750312,-74.55531779114878,2023-09-26,255342,2023-09-26 01:37:40 UTC,,,,2023-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KADAR ORTHO DUAL PORT 1,431 Egg Harbor Road,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.746237,-75.074133,2023-09-26,255391,2023-09-26 01:10:27 UTC,,,,2023-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OBOE EVS STATION 2,380 Central Ave,,City of Orange,NJ,07050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.765003,-74.23892,2023-09-26,255452,2023-09-26 01:04:34 UTC,,,,2023-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRINCETON MUNI PRINCETON PS1,400 Witherspoon St,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.360046,-74.664405,2023-09-26,255459,2023-09-26 01:10:54 UTC,,,,2023-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRINCETON MUNI PRINCETON PS2,400 Witherspoon St,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.360004,-74.664382,2023-09-26,255460,2023-09-26 01:10:54 UTC,,,,2023-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRINCETON MUNI PRINCETON PS4,400 Witherspoon St,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.359953,-74.664363,2023-09-26,255461,2023-09-26 01:10:54 UTC,,,,2023-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRINCETON MUNI PRINCETON PS3,400 Witherspoon St,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.360105,-74.664427,2023-09-26,255462,2023-09-26 01:10:54 UTC,,,,2023-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,777 SCUDDERSB2 777SCUDDERSB2,777 Scudders Mill Rd,,Plainsboro Township,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.342307,-74.608568,2023-09-26,255523,2023-09-26 01:10:34 UTC,,,,2023-03-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,777 SCUDDERSB2 777SCUDDERSB1,777 Scudders Mill Rd,,Plainsboro Township,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.342405,-74.608268,2023-09-26,255524,2023-09-26 01:10:34 UTC,,,,2023-03-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Columbia NJ Shell,25 US-46,,Columbia,NJ,07832,,855-900-7584,E,,Public,24 hours daily,,,,,,,4,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,40.918636,-75.083962,2023-09-26,255706,2023-09-26 01:23:45 UTC,,,,2023-03-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,VERIZON COMM / FREEHOLD 1 DATA,999 W Main St,,Freehold,NJ,07728,,,E,,Private,24 hours dialy,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.23575,-74.3121,2023-04-06,255742,2023-04-06 17:17:01 UTC,P,,,2019-09-06,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,CLIFTON CLIFTON-205,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.836613,-74.15659,2023-09-26,256141,2023-09-26 00:43:36 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-209,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.838148,-74.158988,2023-09-26,256142,2023-09-26 00:43:36 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-202,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.836462,-74.156566,2023-09-26,256143,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-207,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.83799,-74.159097,2023-09-26,256144,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-206,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835384,-74.153844,2023-09-26,256145,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON 102 VISITOR,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.837583,-74.159162,2023-09-26,256146,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-204,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.836351,-74.156867,2023-09-26,256147,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-210,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.836596,-74.156551,2023-09-26,256148,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-211,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.836033,-74.157031,2023-09-26,256149,2023-09-26 00:43:37 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON 101 VISITOR,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835115,-74.156603,2023-09-26,256150,2023-09-26 00:43:45 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-203,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835351,-74.153984,2023-09-26,256151,2023-09-26 00:43:45 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-201,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.837845,-74.159354,2023-09-26,256152,2023-09-26 00:43:45 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CLIFTON CLIFTON-208,1153 Bloomfield Ave,,Clifton,NJ,07012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.838119,-74.159056,2023-09-26,256153,2023-09-26 00:43:46 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Marriott Courtyard Paramus NJ,320 Route 17,,Paramus,NJ,07652,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.942199,-74.070491,2023-09-26,256204,2023-09-26 00:03:15 UTC,,,,2023-03-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DEL WEBB FP DWFP2,2 Applegate Dr,,Florham Park,NJ,07932,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.775576,-74.422794,2023-09-26,256343,2023-09-26 01:10:58 UTC,,,,2023-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Robert Treat Hotel - Tesla Destination,50 Park Pl,,Newark,NJ,07012,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.7384830431184,-74.1671602681317,2023-04-06,256580,2023-04-06 17:17:01 UTC,P,,,2023-03-16,,,,,J1772 TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,VOLVO CARS EW ENGCHRGR 1,188 Engle St,,Englewood,NJ,07631,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.899116,-73.97041,2023-09-26,256767,2023-09-26 01:03:17 UTC,,,,2023-03-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SAFELITE SAFELITE 6548,371 NJ-18,,East Brunswick,NJ,08816,,888-758-4389,E,,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 6:00pm - 12:00am,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.450457,-74.398313,2023-09-26,256770,2023-09-26 01:04:45 UTC,,,,2023-03-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T1153 (Brick, NJ)",570 Route 70,,Brick,NJ,08723,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.05816,-74.1489,2023-09-26,256819,2023-09-26 01:25:52 UTC,,,,2023-03-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LG MAZDA LG MAZDA,101 NJ-37,,Toms River,NJ,08753,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.963056,-74.19193,2023-09-26,256873,2023-09-26 01:10:12 UTC,,,,2023-03-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,1750  Route 22 East,,Union,NJ,07083,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.695841,-74.253994,2023-07-01,257005,2023-07-14 19:41:28 UTC,P,,,2023-03-22,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Pompton Lakes Towne Square Shopping Mall - Tesla Supercharger,1-55 Wanaque Ave,,Pompton Lakes,NJ,07442,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.007619,-74.294029,2023-07-01,257008,2023-07-14 19:41:28 UTC,P,,,2023-03-23,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Brookhaven - Maint Bldg,9 Shell Court,,Hillsborough,NJ,08844,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.5267633927951,-74.6213921509224,2023-09-26,257119,2023-09-26 01:37:40 UTC,,,,2023-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Brookhaven - Clubhouse,6 Woodruff Blvd,,Hillsborough,NJ,08844,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.5264220502482,-74.6235063450564,2023-09-26,257120,2023-09-26 01:37:40 UTC,,,,2023-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SMYTHE STATION 1,42 River Rd,,Summit,NJ,07901,,888-758-4389,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.730401,-74.376456,2023-09-26,257324,2023-09-26 01:02:09 UTC,,,,2023-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SMYTHE STATION 2,42 River Rd,,Summit,NJ,07901,,888-758-4389,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.730247,-74.376616,2023-09-26,257325,2023-09-26 01:02:09 UTC,,,,2023-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Bernards Township - Downtown Parking Lot,77 South Maple ave,,Basking Ridge,NJ,07920,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.70491,-74.5478,2023-09-26,257363,2023-09-26 01:37:40 UTC,,,,2023-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Union Crescent Plaza,2255 Springfield Ave,,Vauxhall,NJ,07088,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.717784,-74.286287,2023-09-25,257388,2023-09-25 23:57:31 UTC,,,,2023-03-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Township of Maplewood,574 Maple Street,,Maplewood,NJ,7040,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.729927,-74.270845,2023-09-26,257504,2023-09-26 00:02:25 UTC,,,,2023-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DCH Millburn Audi,2211 Millburn Ave,,Maplewood,NJ,7040,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.722045,-74.284567,2023-09-26,257512,2023-09-26 00:03:05 UTC,,,,2023-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Paramus, NJ - 501 NJ-17 - Tesla Supercharger",501 NJ-17,,Paramus,NJ,07652,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.955179,-74.074597,2023-07-01,257667,2023-07-14 19:41:28 UTC,P,,,2023-03-30,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Taylor Place Garage,Vose and Taylor,,South Orange,NJ,07079,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.7466923,-74.2585749,2023-09-26,257759,2023-09-26 00:02:39 UTC,,,,2022-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,62906 DELIVERY PULBIC MONUMENT,2630 Brunswick Pike,,Lawrence Township,NJ,08648,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.262334,-74.71985,2023-09-26,257797,2023-09-26 01:11:52 UTC,,,,2023-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Brogan Cadillac Co.,112 RT 46 EAST,,TOTOWA,NJ,07512,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,40.891766,-74.224444,2023-09-26,257820,2023-09-26 01:30:36 UTC,,,,2023-04-01,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BUILDING B CLUBHOUSE,1720 Patriot Wy,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.67473,-74.249866,2023-09-26,257844,2023-09-26 01:10:54 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BUILDING B 1700 FRONT,1700 Patriot Wy,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.675666,-74.25016,2023-09-26,257854,2023-09-26 01:11:54 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BUILDING B 1700 BACK,520 Green Ln,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.67503,-74.248824,2023-09-26,257855,2023-09-26 01:11:55 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BUILDING B 1725 FRONT RT,333 Clermont Terrace,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.674403,-74.250125,2023-09-26,257856,2023-09-26 01:11:56 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BUILDING B 1725 FRONT LT,1194 Edgewood Pkwy,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.673931,-74.251075,2023-09-26,257857,2023-09-26 01:11:56 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,65 Gateway Blvd,65 Gateway Blvd,,Hillsborough,NJ,08844,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.5238948091432,-74.618322831099,2023-09-26,257910,2023-09-26 01:37:40 UTC,,,,2023-04-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,70 Gateway Blvd,70 Gateway Blvd,,Hillsborough,NJ,08844,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.5252107469867,-74.6166763824421,2023-09-26,257968,2023-09-26 01:37:40 UTC,,,,2023-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,JERSEYCITY KELLOGG PUB 2,60 Kellogg Street,,Jersey City,NJ,07305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711569,-74.102108,2023-09-26,258962,2023-09-26 01:12:06 UTC,,,,2023-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,JERSEYCITY KELLOGG PUB 1,60 Kellogg st,,Jersey City,NJ,07305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711684,-74.102232,2023-09-26,258963,2023-09-26 01:12:06 UTC,,,,2023-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DEMEO FIELD LOT HAMILTONVETSPK1,26 Bozarth Ct,,Hamilton Township,NJ,08690,,888-758-4389,E,,Public,Mon 6:00am - 11:00pm; Tue 6:00am - 11:00pm; Wed 6:00am - 11:00pm; Thu 6:00am - 11:00pm; Fri 6:00am - 11:00pm; Sat 6:00am - 11:00pm; Sun 6:00am - 11:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.2057,-74.67869,2023-09-26,258990,2023-09-26 01:11:12 UTC,,,,2023-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 6,191 E Hanover Ave,,Morris Township,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.813627,-74.476839,2023-09-26,259628,2023-09-26 01:12:02 UTC,,,,2023-04-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
